tijdstip;locatie;component;waarde;LKI,
2018-08-12 16:00:00+02:00;Amsterdam-Stadhouderskade;NO2;23,0;3
2018-08-12 16:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,9;1
2018-08-12 16:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,2;1
2018-08-12 16:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,69;1
2018-08-12 16:00:00+02:00;Amsterdam-Stadhouderskade;NO;11,0;2
2018-08-12 17:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,1;2
2018-08-12 17:00:00+02:00;Amsterdam-Stadhouderskade;NO2;29,6;3
2018-08-12 17:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,81;1
2018-08-12 17:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,1;2
2018-08-12 17:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,3;1
2018-08-12 18:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,1;1
2018-08-12 18:00:00+02:00;Amsterdam-Stadhouderskade;NO;9,5;1
2018-08-12 18:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,7;1
2018-08-12 18:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,0;1
2018-08-12 18:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,2;3
2018-08-12 19:00:00+02:00;Amsterdam-Stadhouderskade;NO2;38,9;4
2018-08-12 19:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,5;1
2018-08-12 19:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,18;2
2018-08-12 19:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,5;2
2018-08-12 19:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,8;2
2018-08-12 20:00:00+02:00;Amsterdam-Stadhouderskade;NO;6,3;1
2018-08-12 20:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,2;2
2018-08-12 20:00:00+02:00;Amsterdam-Stadhouderskade;NO2;50,9;5
2018-08-12 20:00:00+02:00;Amsterdam-Stadhouderskade;PM25;8,7;1
2018-08-12 20:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,6;2
2018-08-12 21:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,46;2
2018-08-12 21:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,2;1
2018-08-12 21:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,3;2
2018-08-12 21:00:00+02:00;Amsterdam-Stadhouderskade;PM25;8,2;1
2018-08-12 21:00:00+02:00;Amsterdam-Stadhouderskade;NO2;58,8;5
2018-08-12 22:00:00+02:00;Amsterdam-Stadhouderskade;NO2;51,6;5
2018-08-12 22:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,5;1
2018-08-12 22:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,8;2
2018-08-12 22:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,7;2
2018-08-12 22:00:00+02:00;Amsterdam-Stadhouderskade;NO;1,7;1
2018-08-12 23:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,4;2
2018-08-12 23:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,13;2
2018-08-12 23:00:00+02:00;Amsterdam-Stadhouderskade;NO2;26,7;3
2018-08-12 23:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,9;1
2018-08-12 23:00:00+02:00;Amsterdam-Stadhouderskade;NO;1,8;1
2018-08-13 00:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,8;1
2018-08-13 00:00:00+02:00;Amsterdam-Stadhouderskade;NO;1,7;1
2018-08-13 00:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,7;1
2018-08-13 00:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,9;1
2018-08-13 00:00:00+02:00;Amsterdam-Stadhouderskade;NO2;23,0;3
2018-08-13 01:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,98;1
2018-08-13 01:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,7;1
2018-08-13 01:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,8;1
2018-08-13 01:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,0;1
2018-08-13 01:00:00+02:00;Amsterdam-Stadhouderskade;NO2;28,3;3
2018-08-13 02:00:00+02:00;Amsterdam-Stadhouderskade;NO2;34,6;4
2018-08-13 02:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,0;1
2018-08-13 02:00:00+02:00;Amsterdam-Stadhouderskade;PM25;9,6;1
2018-08-13 02:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,7;2
2018-08-13 02:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,24;2
2018-08-13 03:00:00+02:00;Amsterdam-Stadhouderskade;PM10;16,1;2
2018-08-13 03:00:00+02:00;Amsterdam-Stadhouderskade;NO2;26,1;3
2018-08-13 03:00:00+02:00;Amsterdam-Stadhouderskade;PM25;10,5;2
2018-08-13 03:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,02;2
2018-08-13 03:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,0;1
2018-08-13 04:00:00+02:00;Amsterdam-Stadhouderskade;PM25;8,9;1
2018-08-13 04:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,97;1
2018-08-13 04:00:00+02:00;Amsterdam-Stadhouderskade;NO2;22,5;3
2018-08-13 04:00:00+02:00;Amsterdam-Stadhouderskade;PM10;16,7;2
2018-08-13 04:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,0;1
2018-08-13 05:00:00+02:00;Amsterdam-Stadhouderskade;PM10;17,3;2
2018-08-13 05:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,2;3
2018-08-13 05:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,89;1
2018-08-13 05:00:00+02:00;Amsterdam-Stadhouderskade;PM25;11,6;2
2018-08-13 05:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,0;1
2018-08-13 06:00:00+02:00;Amsterdam-Stadhouderskade;PM10;20,6;3
2018-08-13 06:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,76;1
2018-08-13 06:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,6;1
2018-08-13 06:00:00+02:00;Amsterdam-Stadhouderskade;PM25;13,9;2
2018-08-13 06:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,1;3
2018-08-13 07:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,91;1
2018-08-13 07:00:00+02:00;Amsterdam-Stadhouderskade;PM10;22,9;3
2018-08-13 07:00:00+02:00;Amsterdam-Stadhouderskade;NO2;27,3;3
2018-08-13 07:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,8;1
2018-08-13 07:00:00+02:00;Amsterdam-Stadhouderskade;PM25;13,0;2
2018-08-13 08:00:00+02:00;Amsterdam-Stadhouderskade;NO2;50,4;5
2018-08-13 08:00:00+02:00;Amsterdam-Stadhouderskade;PM10;24,4;3
2018-08-13 08:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,67;2
2018-08-13 08:00:00+02:00;Amsterdam-Stadhouderskade;NO;21,6;2
2018-08-13 08:00:00+02:00;Amsterdam-Stadhouderskade;PM25;10,7;2
2018-08-13 09:00:00+02:00;Amsterdam-Stadhouderskade;PM25;10,5;2
2018-08-13 09:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,77;2
2018-08-13 09:00:00+02:00;Amsterdam-Stadhouderskade;PM10;29,2;3
2018-08-13 09:00:00+02:00;Amsterdam-Stadhouderskade;NO2;58,3;5
2018-08-13 09:00:00+02:00;Amsterdam-Stadhouderskade;NO;44,6;3
2018-08-13 10:00:00+02:00;Amsterdam-Stadhouderskade;NO2;55,8;5
2018-08-13 10:00:00+02:00;Amsterdam-Stadhouderskade;NO;42,4;3
2018-08-13 10:00:00+02:00;Amsterdam-Stadhouderskade;PM10;32,3;4
2018-08-13 10:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,62;2
2018-08-13 10:00:00+02:00;Amsterdam-Stadhouderskade;PM25;16,3;3
2018-08-13 11:00:00+02:00;Amsterdam-Stadhouderskade;NO2;58,9;5
2018-08-13 11:00:00+02:00;Amsterdam-Stadhouderskade;PM25;13,5;2
2018-08-13 11:00:00+02:00;Amsterdam-Stadhouderskade;PM10;28,6;3
2018-08-13 11:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,31;2
2018-08-13 11:00:00+02:00;Amsterdam-Stadhouderskade;NO;31,5;3
2018-08-13 12:00:00+02:00;Amsterdam-Stadhouderskade;NO2;35,2;4
2018-08-13 12:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,42;2
2018-08-13 12:00:00+02:00;Amsterdam-Stadhouderskade;NO;16,8;2
2018-08-13 13:00:00+02:00;Amsterdam-Stadhouderskade;NO2;31,9;4
2018-08-13 13:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,7;2
2018-08-13 13:00:00+02:00;Amsterdam-Stadhouderskade;NO;13,1;2
2018-08-13 13:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,6;1
2018-08-13 13:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,99;1
2018-08-13 14:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,44;2
2018-08-13 14:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,8;2
2018-08-13 14:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,9;1
2018-08-13 14:00:00+02:00;Amsterdam-Stadhouderskade;NO;14,3;2
2018-08-13 14:00:00+02:00;Amsterdam-Stadhouderskade;NO2;30,4;4
2018-08-13 15:00:00+02:00;Amsterdam-Stadhouderskade;NO2;31,9;4
2018-08-13 15:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,1;2
2018-08-13 15:00:00+02:00;Amsterdam-Stadhouderskade;PM25;1,2;1
2018-08-13 15:00:00+02:00;Amsterdam-Stadhouderskade;NO;16,0;2
2018-08-13 15:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,8;1
2018-08-13 16:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,69;2
2018-08-13 16:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,2;1
2018-08-13 16:00:00+02:00;Amsterdam-Stadhouderskade;NO2;35,2;4
2018-08-13 16:00:00+02:00;Amsterdam-Stadhouderskade;NO;14,5;2
2018-08-13 16:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,7;1
2018-08-13 17:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,5;2
2018-08-13 17:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,4;1
2018-08-13 17:00:00+02:00;Amsterdam-Stadhouderskade;NO2;27,3;3
2018-08-13 17:00:00+02:00;Amsterdam-Stadhouderskade;NO;11,7;2
2018-08-13 17:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,05;2
2018-08-13 18:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,5;2
2018-08-13 18:00:00+02:00;Amsterdam-Stadhouderskade;PM25;8,1;1
2018-08-13 18:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,39;2
2018-08-13 18:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,0;3
2018-08-13 18:00:00+02:00;Amsterdam-Stadhouderskade;NO;17,6;2
2018-08-13 19:00:00+02:00;Amsterdam-Stadhouderskade;NO2;16,1;2
2018-08-13 19:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,67;1
2018-08-13 19:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,1;2
2018-08-13 19:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,6;2
2018-08-13 19:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,2;1
2018-08-13 20:00:00+02:00;Amsterdam-Stadhouderskade;NO;8,8;1
2018-08-13 20:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,57;1
2018-08-13 20:00:00+02:00;Amsterdam-Stadhouderskade;NO2;11,5;2
2018-08-13 20:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,8;1
2018-08-13 20:00:00+02:00;Amsterdam-Stadhouderskade;PM10;4,7;1
2018-08-13 21:00:00+02:00;Amsterdam-Stadhouderskade;NO2;10,7;2
2018-08-13 21:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,69;1
2018-08-13 21:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,5;1
2018-08-13 21:00:00+02:00;Amsterdam-Stadhouderskade;PM10;5,9;1
2018-08-13 21:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,0;1
2018-08-13 22:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,8;1
2018-08-13 22:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,9;1
2018-08-13 22:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,9;1
2018-08-13 22:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,82;1
2018-08-13 22:00:00+02:00;Amsterdam-Stadhouderskade;NO2;13,1;2
2018-08-13 23:00:00+02:00;Amsterdam-Stadhouderskade;NO2;13,1;2
2018-08-13 23:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,5;1
2018-08-13 23:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,5;2
2018-08-13 23:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,8;1
2018-08-13 23:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,4;1
2018-08-14 00:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,68;1
2018-08-14 00:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,1;1
2018-08-14 00:00:00+02:00;Amsterdam-Stadhouderskade;PM25;1,9;1
2018-08-14 00:00:00+02:00;Amsterdam-Stadhouderskade;NO2;12,7;2
2018-08-14 00:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,5;2
2018-08-14 01:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,2;2
2018-08-14 01:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,55;1
2018-08-14 01:00:00+02:00;Amsterdam-Stadhouderskade;PM25;0,9;1
2018-08-14 01:00:00+02:00;Amsterdam-Stadhouderskade;NO2;12,7;2
2018-08-14 01:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,3;1
2018-08-14 02:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,8;1
2018-08-14 02:00:00+02:00;Amsterdam-Stadhouderskade;PM10;4,9;1
2018-08-14 02:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,6;1
2018-08-14 02:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,9;1
2018-08-14 02:00:00+02:00;Amsterdam-Stadhouderskade;NO2;10,7;2
2018-08-14 03:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,1;1
2018-08-14 03:00:00+02:00;Amsterdam-Stadhouderskade;NO2;8,9;1
2018-08-14 03:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,2;1
2018-08-14 03:00:00+02:00;Amsterdam-Stadhouderskade;PM10;0,8;1
2018-08-14 03:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,37;1
2018-08-14 04:00:00+02:00;Amsterdam-Stadhouderskade;NO2;5,8;1
2018-08-14 04:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,9;1
2018-08-14 04:00:00+02:00;Amsterdam-Stadhouderskade;PM10;7,1;1
2018-08-14 04:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,45;1
2018-08-14 04:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,3;1
2018-08-14 05:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,0;1
2018-08-14 05:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,31;1
2018-08-14 05:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,7;1
2018-08-14 05:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,2;1
2018-08-14 05:00:00+02:00;Amsterdam-Stadhouderskade;NO2;6,6;1
2018-08-14 06:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,7;1
2018-08-14 06:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,25;1
2018-08-14 06:00:00+02:00;Amsterdam-Stadhouderskade;PM10;7,3;1
2018-08-14 06:00:00+02:00;Amsterdam-Stadhouderskade;PM25;1,3;1
2018-08-14 06:00:00+02:00;Amsterdam-Stadhouderskade;NO2;6,6;1
2018-08-14 07:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,57;1
2018-08-14 07:00:00+02:00;Amsterdam-Stadhouderskade;PM25;1,1;1
2018-08-14 07:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,2;1
2018-08-14 07:00:00+02:00;Amsterdam-Stadhouderskade;NO;8,7;1
2018-08-14 07:00:00+02:00;Amsterdam-Stadhouderskade;NO2;11,7;2
2018-08-14 08:00:00+02:00;Amsterdam-Stadhouderskade;NO;13,8;2
2018-08-14 08:00:00+02:00;Amsterdam-Stadhouderskade;NO2;20,8;3
2018-08-14 08:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,62;1
2018-08-14 08:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,8;1
2018-08-14 08:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,1;2
2018-08-14 09:00:00+02:00;Amsterdam-Stadhouderskade;NO;17,9;2
2018-08-14 09:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,82;1
2018-08-14 09:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,1;2
2018-08-14 09:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,6;1
2018-08-14 09:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,9;3
2018-08-14 10:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,6;1
2018-08-14 10:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,0;3
2018-08-14 10:00:00+02:00;Amsterdam-Stadhouderskade;PM10;13,2;2
2018-08-14 10:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,64;1
2018-08-14 10:00:00+02:00;Amsterdam-Stadhouderskade;NO;14,8;2
2018-08-14 11:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,01;2
2018-08-14 11:00:00+02:00;Amsterdam-Stadhouderskade;NO;16,5;2
2018-08-14 11:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,1;1
2018-08-14 11:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,4;3
2018-08-14 11:00:00+02:00;Amsterdam-Stadhouderskade;PM10;16,3;2
2018-08-14 12:00:00+02:00;Amsterdam-Stadhouderskade;NO2;20,5;3
2018-08-14 12:00:00+02:00;Amsterdam-Stadhouderskade;NO;13,8;2
2018-08-14 12:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,9;1
2018-08-14 12:00:00+02:00;Amsterdam-Stadhouderskade;PM10;15,7;2
2018-08-14 12:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,67;1
2018-08-14 13:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,4;1
2018-08-14 13:00:00+02:00;Amsterdam-Stadhouderskade;PM10;16,1;2
2018-08-14 13:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,83;1
2018-08-14 13:00:00+02:00;Amsterdam-Stadhouderskade;NO;14,2;2
2018-08-14 13:00:00+02:00;Amsterdam-Stadhouderskade;NO2;19,1;2
2018-08-14 14:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,56;1
2018-08-14 14:00:00+02:00;Amsterdam-Stadhouderskade;PM10;10,5;2
2018-08-14 14:00:00+02:00;Amsterdam-Stadhouderskade;NO;11,9;2
2018-08-14 14:00:00+02:00;Amsterdam-Stadhouderskade;PM25;4,1;1
2018-08-14 14:00:00+02:00;Amsterdam-Stadhouderskade;NO2;18,4;2
2018-08-14 15:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,4;3
2018-08-14 15:00:00+02:00;Amsterdam-Stadhouderskade;NO;16,2;2
2018-08-14 15:00:00+02:00;Amsterdam-Stadhouderskade;FN;3,26;3
2018-08-14 15:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,6;2
2018-08-14 15:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,0;1
2018-08-14 16:00:00+02:00;Amsterdam-Stadhouderskade;NO;13,5;2
2018-08-14 16:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,78;1
2018-08-14 16:00:00+02:00;Amsterdam-Stadhouderskade;PM10;14,1;2
2018-08-14 16:00:00+02:00;Amsterdam-Stadhouderskade;NO2;20,3;3
2018-08-14 16:00:00+02:00;Amsterdam-Stadhouderskade;PM25;2,8;1
2018-08-14 17:00:00+02:00;Amsterdam-Stadhouderskade;PM25;3,2;1
2018-08-14 17:00:00+02:00;Amsterdam-Stadhouderskade;NO;14,6;2
2018-08-14 17:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,92;1
2018-08-14 17:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,1;2
2018-08-14 17:00:00+02:00;Amsterdam-Stadhouderskade;NO2;23,4;3
2018-08-14 18:00:00+02:00;Amsterdam-Stadhouderskade;NO2;20,4;3
2018-08-14 18:00:00+02:00;Amsterdam-Stadhouderskade;NO;9,4;1
2018-08-14 18:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,7;1
2018-08-14 18:00:00+02:00;Amsterdam-Stadhouderskade;PM10;8,0;1
2018-08-14 18:00:00+02:00;Amsterdam-Stadhouderskade;PM25;1,5;1
2018-08-14 19:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,7;1
2018-08-14 19:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,9;3
2018-08-14 19:00:00+02:00;Amsterdam-Stadhouderskade;PM10;9,3;1
2018-08-14 19:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,08;2
2018-08-14 19:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,0;2
2018-08-14 20:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,1;2
2018-08-14 20:00:00+02:00;Amsterdam-Stadhouderskade;NO2;18,7;2
2018-08-14 20:00:00+02:00;Amsterdam-Stadhouderskade;NO;11,7;2
2018-08-14 20:00:00+02:00;Amsterdam-Stadhouderskade;PM25;9,2;1
2018-08-14 20:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,94;1
2018-08-14 21:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,8;1
2018-08-14 21:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,0;1
2018-08-14 21:00:00+02:00;Amsterdam-Stadhouderskade;PM10;11,5;2
2018-08-14 21:00:00+02:00;Amsterdam-Stadhouderskade;NO2;13,9;2
2018-08-14 21:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,92;1
2018-08-14 22:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,0;1
2018-08-14 22:00:00+02:00;Amsterdam-Stadhouderskade;NO2;15,3;2
2018-08-14 22:00:00+02:00;Amsterdam-Stadhouderskade;PM10;12,6;2
2018-08-14 22:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,79;1
2018-08-14 22:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,8;1
2018-08-14 23:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,96;1
2018-08-14 23:00:00+02:00;Amsterdam-Stadhouderskade;NO;6,0;1
2018-08-14 23:00:00+02:00;Amsterdam-Stadhouderskade;PM25;8,3;1
2018-08-14 23:00:00+02:00;Amsterdam-Stadhouderskade;NO2;19,4;2
2018-08-14 23:00:00+02:00;Amsterdam-Stadhouderskade;PM10;14,9;2
2018-08-15 00:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,05;2
2018-08-15 00:00:00+02:00;Amsterdam-Stadhouderskade;NO;7,0;1
2018-08-15 00:00:00+02:00;Amsterdam-Stadhouderskade;NO2;27,2;3
2018-08-15 01:00:00+02:00;Amsterdam-Stadhouderskade;PM10;17,8;2
2018-08-15 01:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,11;2
2018-08-15 01:00:00+02:00;Amsterdam-Stadhouderskade;NO2;34,4;4
2018-08-15 01:00:00+02:00;Amsterdam-Stadhouderskade;PM25;7,9;1
2018-08-15 01:00:00+02:00;Amsterdam-Stadhouderskade;NO;5,8;1
2018-08-15 02:00:00+02:00;Amsterdam-Stadhouderskade;NO;4,4;1
2018-08-15 02:00:00+02:00;Amsterdam-Stadhouderskade;NO2;26,6;3
2018-08-15 02:00:00+02:00;Amsterdam-Stadhouderskade;PM10;16,3;2
2018-08-15 02:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,97;1
2018-08-15 02:00:00+02:00;Amsterdam-Stadhouderskade;PM25;7,6;1
2018-08-15 03:00:00+02:00;Amsterdam-Stadhouderskade;PM10;21,1;3
2018-08-15 03:00:00+02:00;Amsterdam-Stadhouderskade;NO;7,5;1
2018-08-15 03:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,78;1
2018-08-15 03:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,7;1
2018-08-15 03:00:00+02:00;Amsterdam-Stadhouderskade;NO2;28,6;3
2018-08-15 04:00:00+02:00;Amsterdam-Stadhouderskade;PM10;21,5;3
2018-08-15 04:00:00+02:00;Amsterdam-Stadhouderskade;PM25;6,9;1
2018-08-15 04:00:00+02:00;Amsterdam-Stadhouderskade;NO2;29,7;3
2018-08-15 04:00:00+02:00;Amsterdam-Stadhouderskade;NO;2,9;1
2018-08-15 04:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,72;1
2018-08-15 05:00:00+02:00;Amsterdam-Stadhouderskade;NO2;24,6;3
2018-08-15 05:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,6;1
2018-08-15 05:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,3;1
2018-08-15 05:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,66;1
2018-08-15 05:00:00+02:00;Amsterdam-Stadhouderskade;PM10;19,6;2
2018-08-15 06:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,62;1
2018-08-15 06:00:00+02:00;Amsterdam-Stadhouderskade;NO2;21,2;3
2018-08-15 06:00:00+02:00;Amsterdam-Stadhouderskade;PM10;19,9;2
2018-08-15 06:00:00+02:00;Amsterdam-Stadhouderskade;PM25;5,1;1
2018-08-15 06:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,2;1
2018-08-15 07:00:00+02:00;Amsterdam-Stadhouderskade;FN;0,84;1
2018-08-15 07:00:00+02:00;Amsterdam-Stadhouderskade;PM25;9,5;1
2018-08-15 07:00:00+02:00;Amsterdam-Stadhouderskade;NO;12,0;2
2018-08-15 07:00:00+02:00;Amsterdam-Stadhouderskade;PM10;23,8;3
2018-08-15 07:00:00+02:00;Amsterdam-Stadhouderskade;NO2;28,0;3
2018-08-15 08:00:00+02:00;Amsterdam-Stadhouderskade;NO;30,3;3
2018-08-15 08:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,8;2
2018-08-15 08:00:00+02:00;Amsterdam-Stadhouderskade;PM10;36,4;4
2018-08-15 08:00:00+02:00;Amsterdam-Stadhouderskade;PM25;16,3;3
2018-08-15 08:00:00+02:00;Amsterdam-Stadhouderskade;NO2;38,4;4
2018-08-15 09:00:00+02:00;Amsterdam-Stadhouderskade;PM25;16,3;3
2018-08-15 09:00:00+02:00;Amsterdam-Stadhouderskade;PM10;44,1;4
2018-08-15 09:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,04;2
2018-08-15 09:00:00+02:00;Amsterdam-Stadhouderskade;NO2;39,6;4
2018-08-15 09:00:00+02:00;Amsterdam-Stadhouderskade;NO;40,2;3
2018-08-15 10:00:00+02:00;Amsterdam-Stadhouderskade;NO;39,1;3
2018-08-15 10:00:00+02:00;Amsterdam-Stadhouderskade;NO2;39,5;4
